"Crowdsourced data on dried cannabis expenditure, prices and use.",,,,,,,,,,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,,,,,,,,,
"All submissions are reported below, however, the associated Daily is based on the information without any outlier (Outlier = 0).",,,,,,,,,,,,,,,,
Statistics Canada applies a set of criteria on the price variable to determine whether a submission is an outlier (Outlier =1).,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Submission Date,Expenditure,Quantity,Price,Outlier,Purpose,Usage,Source,Sex at Birth,First time,Legal status,Consumption,Census subdivision,Census division,Economic region,Province,Census metropolitan area
07/04/2018,25,3.5,7.14,0,Medicate - with a medical document,Daily,,,,,105,Sault Ste. Marie,Algoma,Northeast / Nord-est,Ontario,35 - NonCMA
07/04/2018,150,28,5.36,0,Use recreationally,Daily,,,,,28,Chatham-Kent,Chatham-Kent,Windsor--Sarnia,Ontario,35 - NonCMA
07/04/2018,140,28,5,0,Use recreationally,Daily,,,,,40,Toronto,Toronto,Toronto,Ontario,Toronto
07/04/2018,1,28,0.04,1,Medicate - with a medical document,Daily,,,,,90,Oakville,Halton,Toronto,Ontario,Toronto
07/04/2018,200,28,7.14,0,Medicate - without a medical document,A few times per week,,,,,7,Fernie,East Kootenay,Kootenay,British Columbia / Colombie-Britannique,59 - NonCMA
08/04/2018,50,7,7.14,0,Medicate - with a medical document,Daily,,,,,40,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,200,28,7.14,0,Medicate - with a medical document,Daily,,,,,1,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,30,3.5,8.57,0,Medicate - with a medical document,Daily,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
08/04/2018,60,14,4.29,0,Use recreationally,,,,,,,Montréal-Est,Montréal,Montréal,Quebec / Québec,Montréal
08/04/2018,10,1,10,0,Medicate - without a medical document,A few times per month,,,,,1,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
08/04/2018,5,1,5,0,Medicate - with a medical document,,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
08/04/2018,100,14,7.14,0,Medicate - without a medical document,Daily,,,,,0.5,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
08/04/2018,800,1,800,1,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
08/04/2018,5,1,5,0,Medicate - with a medical document,Daily,,,,,75,Sault Ste. Marie,Algoma,Northeast / Nord-est,Ontario,35 - NonCMA
08/04/2018,1,1,1,1,Medicate - with a medical document,Daily,,,,,500,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,130,28,4.64,0,Use recreationally,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,20,14,1.43,1,Medicate - with a medical document,Daily,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,125,28,4.46,0,Medicate - without a medical document,Daily,,,,,,Wainwright,Division No.  7,Camrose--Drumheller,Alberta,48 - NonCMA
08/04/2018,110,14,7.86,0,Use recreationally,Daily,,,,,42,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,1,28,0.04,1,Medicate - without a medical document,,,,,,,Climax,Division No.  4,Swift Current--Moose Jaw,Saskatchewan,47 - NonCMA
08/04/2018,150,28,5.36,0,Use recreationally,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
08/04/2018,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,3.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,200,28,7.14,0,Use recreationally,Daily,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,140,14,10,0,Use recreationally,A few times a year,,,,,0.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
08/04/2018,50,7,7.14,0,Use recreationally,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,90,28,3.21,0,Medicate - without a medical document,Daily,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
08/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
08/04/2018,99,28,3.54,0,Medicate - without a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
08/04/2018,175,28,6.25,0,Medicate - without a medical document,Daily,,,,,7,Wainwright,Division No.  7,Camrose--Drumheller,Alberta,48 - NonCMA
08/04/2018,10,1,10,0,Use recreationally,Daily,,,,,28,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
08/04/2018,109.99,10,11,0,Medicate - with a medical document,Daily,,,,,0.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
08/04/2018,10,1,10,0,Use recreationally,A few times a year,,,,,3.5,Barrie,Simcoe,Kitchener--Waterloo--Barrie,Ontario,Barrie
08/04/2018,10,1,10,0,Use recreationally,Daily,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
08/04/2018,7,1,7,0,Medicate - without a medical document,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
09/04/2018,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
09/04/2018,180,28,6.43,0,Use recreationally,Daily,,,,,14,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
09/04/2018,30,3.5,8.57,0,Use recreationally,A few times per week,,,,,7,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
09/04/2018,100,7,14.29,1,Medicate - without a medical document,Daily,,,,,1.00E+37,Brampton,Peel,Toronto,Ontario,Toronto
09/04/2018,1000000,1,1000000,1,Medicate - with a medical document,Daily,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
09/04/2018,1000,1,1000,1,Medicate - without a medical document,Daily,,,,,100,Brampton,Peel,Toronto,Ontario,Toronto
09/04/2018,1.00E+24,1000000,1E+18,1,Medicate - with a medical document,Daily,,,,,1.00E+58,Centre Wellington,Wellington,Kitchener--Waterloo--Barrie,Ontario,35 - NonCMA
09/04/2018,1000,100,10,1,Medicate - without a medical document,Daily,,,,,,Welland,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
09/04/2018,35,3.5,10,0,Use recreationally,A few times per week,,,,,14,Steinbach,Division No.  2,Southeast / Sud-est,Manitoba,46 - NonCMA
09/04/2018,30,3.5,8.57,0,Use recreationally,,,,,,,Orangeville,Dufferin,Kitchener--Waterloo--Barrie,Ontario,Toronto
09/04/2018,100,28,3.57,0,Use recreationally,Daily,,,,,14,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
09/04/2018,30,3.5,8.57,0,Medicate - without a medical document,,,,,,,Val-d'Or,La Vallée-de-l'Or,Abitibi-Témiscamingue,Quebec / Québec,24 - NonCMA
09/04/2018,4,1,4,0,Medicate - without a medical document,Daily,,,,,28,Canmore,Division No. 15,Banff--Jasper--Rocky Mountain House,Alberta,48 - NonCMA
09/04/2018,80,28,2.86,0,Medicate - without a medical document,,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
09/04/2018,40,5.7,7.02,0,Medicate - with a medical document,Daily,,,,,,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
09/04/2018,12,1,12,0,Use recreationally,A few times a year,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
09/04/2018,360,28,12.86,1,Use recreationally,,,,,,,Flin Flon (Part),Division No. 21,North / Nord,Manitoba,46 - NonCMA
09/04/2018,140,10,14,0,Medicate - without a medical document,A few times per week,,,,,14,Richmond,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
09/04/2018,120,28,4.29,0,Use recreationally,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
09/04/2018,7.5,1,7.5,0,Medicate - without a medical document,Daily,,,,,1,Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
10/04/2018,180,14,12.86,1,Medicate - without a medical document,Daily,,,,,28,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
10/04/2018,50,7,7.14,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
10/04/2018,450,150,3,0,Medicate - with a medical document,Daily,,,,,300,Rosemère,Thérèse-De Blainville,Laurentides,Quebec / Québec,Montréal
10/04/2018,425,112,3.79,0,Medicate - without a medical document,Daily,,,,,224,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
10/04/2018,200,28,7.14,0,Medicate - without a medical document,A few times a year,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
10/04/2018,120,28,4.29,0,Medicate - without a medical document,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
10/04/2018,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
10/04/2018,80,28,2.86,0,Use recreationally,A few times per week,,,,,14,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
11/04/2018,30,7,4.29,0,Medicate - without a medical document,,,,,,,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
11/04/2018,550,112,4.91,0,Medicate - without a medical document,,,,,,,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
11/04/2018,90,28,3.21,0,Medicate - without a medical document,Daily,,,,,120,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,Ontario,Greater Sudbury / Grand Sudbury
11/04/2018,4,1,4,0,Use recreationally,,,,,,,Guelph,Wellington,Kitchener--Waterloo--Barrie,Ontario,Guelph
11/04/2018,50,14,3.57,1,Medicate - without a medical document,A few times per week,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
12/04/2018,7,1,7,0,Use recreationally,Daily,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
12/04/2018,200,28,7.14,0,Medicate - without a medical document,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
12/04/2018,70,7,10,0,Medicate - without a medical document,A few times per month,,,,,1,Burlington,Halton,Hamilton--Niagara Peninsula,Ontario,Hamilton
12/04/2018,10,1,10,0,Use recreationally,Daily,,,,,7,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
12/04/2018,10,1,10,0,Use recreationally,A few times per month,,,,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
12/04/2018,10,1,10,0,Use recreationally,Daily,,,,,3.5,Maple Ridge,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
12/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
13/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
12/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
13/04/2018,24,2,12,0,Medicate - with a medical document,A few times per week,,,,,7,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
13/04/2018,160,28,5.71,0,Use recreationally,A few times per week,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
13/04/2018,20,3.5,5.71,0,Use recreationally,Daily,,,,,14,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
13/04/2018,25,3.5,7.14,0,Use recreationally,Daily,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
13/04/2018,8,1,8,0,Medicate - with a medical document,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
14/04/2018,160,28,5.71,0,Medicate - with a medical document,Daily,,,,,56,Niagara Falls,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
13/04/2018,40,7,5.71,0,Use recreationally,Daily,,,,,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
14/04/2018,25,3.5,7.14,0,Use recreationally,A few times a year,,,,,0.3,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
14/04/2018,200,28,7.14,0,Use recreationally,Daily,,,,,28,Ange-Gardien,Rouville,Montérégie,Quebec / Québec,24 - NonCMA
14/04/2018,10,1,10,0,Medicate - with a medical document,A few times per week,,,,,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
14/04/2018,60,100,0.6,1,Use recreationally,A few times per week,,,,,3.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
14/04/2018,10,1,10,0,Use recreationally,A few times per month,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
14/04/2018,50,7,7.14,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
14/04/2018,10,1,10,0,Use recreationally,A few times per week,,,,,1,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
14/04/2018,90,5,18,1,Medicate - with a medical document,Daily,,,,,14,Grande Prairie,Division No. 19,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
14/04/2018,180,28,6.43,0,Use recreationally,Daily,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
14/04/2018,160,28,5.71,0,Use recreationally,Daily,,,,,1,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
14/04/2018,60,14,4.29,0,Medicate - without a medical document,Daily,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
14/04/2018,135,15,9,0,Medicate - with a medical document,Daily,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
14/04/2018,120,28,4.29,0,Medicate - without a medical document,Daily,,,,,14,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
14/04/2018,70,7,10,0,Medicate - without a medical document,A few times per week,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
14/04/2018,100,14,7.14,0,Use recreationally,Daily,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
14/04/2018,20,3.5,5.71,0,Medicate - without a medical document,Daily,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
14/04/2018,60,7,8.57,0,Medicate - without a medical document,A few times per week,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
14/04/2018,12,1,12,0,Use recreationally,A few times a year,,,,,7,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
15/04/2018,7,1,7,0,Use recreationally,Daily,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
14/04/2018,180,28,6.43,0,Use recreationally,Daily,,,,,28,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
15/04/2018,10,1,10,0,Use recreationally,Daily,,,,,1,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
15/04/2018,50,7,7.14,0,Medicate - with a medical document,Daily,,,,,14,Tyendinaga Mohawk Territory,Hastings,Kingston--Pembroke,Ontario,35 - NonCMA
15/04/2018,90,28,3.21,0,Medicate - with a medical document,Daily,,,,,120,Longueuil,Longueuil,Montérégie,Quebec / Québec,Montréal
15/04/2018,5.9,1,5.9,0,Medicate - with a medical document,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
15/04/2018,30,3.5,8.57,0,Medicate - without a medical document,Daily,,,,,14,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
15/04/2018,28,3.5,8,0,Medicate - without a medical document,A few times per month,,,,,3.5,Cambridge,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
15/04/2018,8,1,8,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
15/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
15/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
15/04/2018,50,14,3.57,1,Medicate - without a medical document,A few times per month,,,,,0.5,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
15/04/2018,100,14,7.14,0,Use recreationally,Daily,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
15/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
15/04/2018,89,28,3.18,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
15/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
15/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
15/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
16/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
16/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
15/04/2018,180,28,6.43,0,Use recreationally,Daily,,,,,28,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
15/04/2018,10,1,10,0,Use recreationally,A few times a year,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
15/04/2018,89,28,3.18,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
16/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
16/04/2018,70,14,5,0,Use recreationally,Daily,,,,,14,North Bay,Nipissing,Northeast / Nord-est,Ontario,35 - NonCMA
16/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
16/04/2018,99,28,3.54,1,Use recreationally,Daily,,,,,28,Red Deer,Division No.  8,Red Deer,Alberta,48 - NonCMA
16/04/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Leduc County,Division No. 11,Edmonton,Alberta,Edmonton
16/04/2018,7,1,7,0,Use recreationally,A few times per week,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
16/04/2018,600,113,5.31,0,Medicate - without a medical document,Daily,,,,,28,Langley,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
16/04/2018,10,1,10,0,Use recreationally,,,,,,,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
16/04/2018,17,2.25,7.56,0,Use recreationally,A few times per month,,,,,0.5,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
17/04/2018,210,50,4.2,0,Medicate - with a medical document,Daily,,,,,56,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
17/04/2018,180,28,6.43,0,Medicate - without a medical document,Daily,,,,,14,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
17/04/2018,280,56,5,0,Use recreationally,Daily,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
17/04/2018,20,3.5,5.71,0,Use recreationally,Daily,,,,,14,West Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
18/04/2018,3,1,3,1,Medicate - with a medical document,Daily,,,,,28,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
18/04/2018,8,1,8,0,Use recreationally,A few times a year,,,,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
18/04/2018,12,28,0.43,1,Medicate - with a medical document,Daily,,,,,100000,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
18/04/2018,20,3.5,5.71,0,Use recreationally,A few times a year,,,,,0,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
18/04/2018,20,3.5,5.71,0,Use recreationally,,,,,,,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
18/04/2018,10,1,10,0,Medicate - with a medical document,Daily,,,,,0.5,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
18/04/2018,100,28,3.57,1,Use recreationally,Daily,,,,,1.00E+70,Albanel,Maria-Chapdelaine,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
18/04/2018,120,28,4.29,0,Use recreationally,,,,,,,Trois-Rivières,Francheville,Mauricie,Quebec / Québec,Trois-Rivières
18/04/2018,0.01,3.5,0,1,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
18/04/2018,55,7,7.86,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
18/04/2018,120,28,4.29,0,Medicate - without a medical document,A few times per week,,,,,7,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
18/04/2018,20,2,10,0,Use recreationally,A few times a year,,,,,1,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
18/04/2018,10,1,10,0,Medicate - without a medical document,Daily,,,,,28,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
18/04/2018,40,7,5.71,0,Use recreationally,Daily,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
19/04/2018,10,1,10,0,Use recreationally,A few times per month,,,,,0.5,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
19/04/2018,1,28,0.04,1,Use recreationally,A few times per month,,,,,1,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
19/04/2018,13,1,13,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
19/04/2018,12,1,12,0,Use recreationally,A few times per week,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
19/04/2018,30,7,4.29,1,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
19/04/2018,200,28,7.14,0,Use recreationally,Daily,,,,,1,Calgary,Division No.  6,Calgary,Alberta,Calgary
19/04/2018,10,1,10,0,Use recreationally,Daily,,,,,28,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
20/04/2018,20,3.5,5.71,0,Use recreationally,Daily,,,,,7,Maple Ridge,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
20/04/2018,25,3.5,7.14,0,Use recreationally,,,,,,,St. Anthony,Division No.  9,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10 - NonCMA
20/04/2018,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,28,Whitecourt,Division No. 13,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
20/04/2018,180,28,6.43,0,Medicate - with a medical document,Daily,,,,,112,Calgary,Division No.  6,Calgary,Alberta,Calgary
20/04/2018,8,1,8,0,Medicate - with a medical document,Daily,,,,,14,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
20/04/2018,10,1,10,0,Use recreationally,,,,,,,Vaughan,York,Toronto,Ontario,Toronto
20/04/2018,40,7,5.71,0,Use recreationally,Daily,,,,,7,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
20/04/2018,110,14,7.86,0,Use recreationally,A few times per week,,,,,14,Markham,York,Toronto,Ontario,Toronto
20/04/2018,5,1,5,0,Medicate - without a medical document,,,,,,,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
20/04/2018,10,1,10,0,Use recreationally,A few times per week,,,,,14,Mississauga,Peel,Toronto,Ontario,Toronto
20/04/2018,80,14,5.71,0,Use recreationally,Daily,,,,,1,Burnaby,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
20/04/2018,25,3.5,7.14,0,Use recreationally,Daily,,,,,3.5,Nanaimo,Nanaimo,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
20/04/2018,450,450,1,1,Use recreationally,Daily,,,,,1,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
20/04/2018,10,1,10,0,Use recreationally,A few times per month,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
20/04/2018,100,28,3.57,0,Medicate - with a medical document,Daily,,,,,56,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
20/04/2018,10,1,10,0,Medicate - without a medical document,Daily,,,,,1,North Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
20/04/2018,196,28,7,0,Medicate - with a medical document,Daily,,,,,28,Cowichan,Cowichan Valley,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
20/04/2018,225,28,8.04,0,Medicate - without a medical document,A few times per week,,,,,3.5,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
20/04/2018,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
20/04/2018,55,7,7.86,0,Use recreationally,A few times per week,,,,,1,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
20/04/2018,80,14,5.71,0,Use recreationally,Daily,,,,,56,Chilliwack,Fraser Valley,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,59 - NonCMA
20/04/2018,8,1,8,0,Use recreationally,A few times per month,,,,,1,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
